order_id,restaurant_id,order_time,amount,status,payment_method,city
738,123,2024-01-07 15:03:00,255,FAILED,ONLINE,Leeds
739,135,2024-01-03 23:30:00,704,CANCELLED,CARD,Liverpool
740,130,2024-01-07 07:44:00,569,COMPLETED,ONLINE,Liverpool
741,101,2024-01-02 15:51:00,431,FAILED,ONLINE,Manchester
742,102,2024-01-08 07:21:00,217,COMPLETED,APPLE_PAY,Liverpool
743,118,2024-01-01 14:57:00,258,FAILED,CARD,Liverpool
744,105,2024-01-04 04:11:00,699,FAILED,APPLE_PAY,Leeds
745,137,2024-01-03 04:56:00,303,COMPLETED,CARD,Liverpool
746,121,2024-01-05 19:29:00,515,COMPLETED,GOOGLE_PAY,London
747,101,2024-01-02 06:30:00,783,COMPLETED,ONLINE,London
748,104,2024-01-07 17:49:00,729,COMPLETED,APPLE_PAY,Liverpool
749,140,2024-01-06 01:40:00,432,COMPLETED,ONLINE,Manchester
750,138,2024-01-02 07:52:00,326,COMPLETED,ONLINE,Leeds
751,118,2024-01-04 07:42:00,345,COMPLETED,ONLINE,Birmingham
752,122,2024-01-01 23:31:00,435,FAILED,ONLINE,Liverpool
753,120,2024-01-04 16:00:00,211,COMPLETED,APPLE_PAY,Manchester
754,122,2024-01-06 04:25:00,756,COMPLETED,CARD,Manchester
755,109,2024-01-08 03:49:00,415,CANCELLED,ONLINE,Leeds
756,133,2024-01-02 22:30:00,758,COMPLETED,GOOGLE_PAY,Manchester
757,123,2024-01-04 02:48:00,711,COMPLETED,APPLE_PAY,Birmingham
758,119,2024-01-07 03:25:00,586,COMPLETED,GOOGLE_PAY,Liverpool
759,129,2024-01-07 14:01:00,329,CANCELLED,ONLINE,London
760,124,2024-01-06 16:05:00,618,CANCELLED,GOOGLE_PAY,Liverpool
761,104,2024-01-03 19:02:00,468,COMPLETED,GOOGLE_PAY,Liverpool
762,105,2024-01-06 19:10:00,361,COMPLETED,CARD,London
763,138,2024-01-02 02:59:00,271,COMPLETED,APPLE_PAY,Manchester
764,114,2024-01-02 19:09:00,253,CANCELLED,ONLINE,Liverpool
765,126,2024-01-08 04:53:00,686,COMPLETED,GOOGLE_PAY,London
766,101,2024-01-06 08:41:00,788,COMPLETED,ONLINE,Manchester
767,136,2024-01-03 03:22:00,193,COMPLETED,CARD,Liverpool
768,114,2024-01-01 18:51:00,317,COMPLETED,ONLINE,Liverpool
769,105,2024-01-03 14:33:00,756,FAILED,ONLINE,Manchester
770,109,2024-01-07 07:50:00,339,COMPLETED,ONLINE,Birmingham
771,128,2024-01-06 11:24:00,204,FAILED,CARD,Leeds
772,131,2024-01-03 13:23:00,497,COMPLETED,CARD,London
773,121,2024-01-07 16:27:00,373,COMPLETED,ONLINE,Manchester
774,119,2024-01-03 17:19:00,438,COMPLETED,ONLINE,London
775,139,2024-01-07 08:02:00,195,CANCELLED,ONLINE,Birmingham
776,118,2024-01-06 19:55:00,162,COMPLETED,GOOGLE_PAY,Leeds
777,117,2024-01-04 05:10:00,736,COMPLETED,APPLE_PAY,Birmingham
778,124,2024-01-02 02:08:00,548,CANCELLED,CARD,Manchester
779,120,2024-01-08 02:28:00,578,COMPLETED,APPLE_PAY,Manchester
780,127,2024-01-06 05:18:00,246,COMPLETED,GOOGLE_PAY,Leeds
781,138,2024-01-03 11:48:00,678,COMPLETED,CARD,London
782,102,2024-01-05 22:54:00,232,CANCELLED,ONLINE,London
783,115,2024-01-05 14:10:00,361,FAILED,GOOGLE_PAY,London
784,130,2024-01-06 16:53:00,308,COMPLETED,GOOGLE_PAY,Manchester
785,101,2024-01-04 15:40:00,661,COMPLETED,ONLINE,Manchester
786,139,2024-01-05 02:43:00,290,CANCELLED,GOOGLE_PAY,Liverpool
787,135,2024-01-03 04:36:00,408,COMPLETED,ONLINE,Manchester
788,103,2024-01-05 00:54:00,764,CANCELLED,ONLINE,Manchester
789,104,2024-01-06 15:37:00,264,CANCELLED,ONLINE,Leeds
790,117,2024-01-06 11:41:00,124,CANCELLED,CARD,Leeds
791,122,2024-01-06 09:25:00,160,FAILED,GOOGLE_PAY,Liverpool
792,128,2024-01-02 17:31:00,197,COMPLETED,APPLE_PAY,Liverpool
793,106,2024-01-03 01:19:00,650,COMPLETED,APPLE_PAY,Manchester
794,124,2024-01-03 13:09:00,565,CANCELLED,CARD,Manchester
795,116,2024-01-02 15:30:00,563,COMPLETED,GOOGLE_PAY,Birmingham
796,117,2024-01-05 01:52:00,283,CANCELLED,ONLINE,London
797,111,2024-01-06 18:52:00,720,COMPLETED,APPLE_PAY,London
798,133,2024-01-01 09:36:00,196,COMPLETED,CARD,London
799,135,2024-01-04 09:05:00,164,CANCELLED,GOOGLE_PAY,Manchester
800,132,2024-01-07 23:02:00,351,COMPLETED,APPLE_PAY,Liverpool
801,117,2024-01-07 08:24:00,213,CANCELLED,ONLINE,London
802,118,2024-01-05 11:04:00,719,FAILED,ONLINE,Birmingham
803,134,2024-01-06 02:34:00,360,FAILED,APPLE_PAY,Manchester
804,109,2024-01-04 06:40:00,138,COMPLETED,GOOGLE_PAY,Manchester
805,138,2024-01-05 09:00:00,783,COMPLETED,GOOGLE_PAY,Birmingham
806,120,2024-01-05 19:00:00,731,COMPLETED,GOOGLE_PAY,Manchester
807,123,2024-01-06 12:35:00,471,FAILED,GOOGLE_PAY,London
808,133,2024-01-06 10:05:00,128,CANCELLED,APPLE_PAY,London
809,109,2024-01-04 15:23:00,694,COMPLETED,CARD,Leeds
810,131,2024-01-02 10:57:00,714,COMPLETED,CARD,Leeds
811,117,2024-01-01 13:25:00,140,COMPLETED,ONLINE,London
812,104,2024-01-02 01:33:00,633,CANCELLED,ONLINE,Leeds
813,105,2024-01-01 17:20:00,251,FAILED,GOOGLE_PAY,Leeds
814,128,2024-01-03 04:00:00,431,COMPLETED,APPLE_PAY,Liverpool
815,103,2024-01-04 15:04:00,662,COMPLETED,ONLINE,Birmingham
816,134,2024-01-07 12:38:00,467,COMPLETED,GOOGLE_PAY,Birmingham
817,117,2024-01-01 14:55:00,618,COMPLETED,GOOGLE_PAY,Manchester
818,140,2024-01-07 00:32:00,777,FAILED,CARD,Liverpool
819,101,2024-01-07 03:21:00,406,COMPLETED,GOOGLE_PAY,Manchester
820,132,2024-01-05 00:22:00,442,COMPLETED,ONLINE,Manchester
821,120,2024-01-03 00:40:00,747,CANCELLED,GOOGLE_PAY,Birmingham
822,104,2024-01-03 12:58:00,517,FAILED,APPLE_PAY,Leeds
823,113,2024-01-05 11:27:00,201,COMPLETED,ONLINE,London
824,116,2024-01-03 14:57:00,252,COMPLETED,GOOGLE_PAY,London
825,117,2024-01-03 17:04:00,405,FAILED,CARD,Leeds
826,137,2024-01-03 00:39:00,680,COMPLETED,GOOGLE_PAY,Birmingham
827,124,2024-01-03 20:07:00,788,COMPLETED,GOOGLE_PAY,London
828,121,2024-01-05 23:31:00,163,COMPLETED,APPLE_PAY,Manchester
829,107,2024-01-01 23:51:00,372,COMPLETED,GOOGLE_PAY,Birmingham
830,130,2024-01-05 22:31:00,378,FAILED,GOOGLE_PAY,Birmingham
831,126,2024-01-01 22:48:00,527,COMPLETED,CARD,Liverpool
832,102,2024-01-03 05:08:00,540,COMPLETED,APPLE_PAY,Birmingham
833,133,2024-01-07 23:50:00,313,FAILED,GOOGLE_PAY,Liverpool
834,134,2024-01-01 10:34:00,517,COMPLETED,APPLE_PAY,Birmingham
835,139,2024-01-01 22:22:00,246,COMPLETED,APPLE_PAY,Birmingham
836,138,2024-01-04 22:32:00,183,COMPLETED,CARD,Leeds
837,119,2024-01-07 03:07:00,151,COMPLETED,APPLE_PAY,Leeds
838,102,2024-01-02 08:52:00,651,COMPLETED,ONLINE,Liverpool
839,116,2024-01-02 14:42:00,496,FAILED,ONLINE,Manchester
840,139,2024-01-07 20:53:00,164,FAILED,APPLE_PAY,Birmingham
841,109,2024-01-01 19:39:00,506,FAILED,ONLINE,Leeds
842,101,2024-01-08 03:19:00,563,COMPLETED,ONLINE,Leeds
843,130,2024-01-02 17:39:00,202,CANCELLED,APPLE_PAY,London
844,119,2024-01-03 21:52:00,340,COMPLETED,ONLINE,Leeds
845,127,2024-01-02 05:22:00,184,COMPLETED,APPLE_PAY,Birmingham
846,136,2024-01-04 08:14:00,397,COMPLETED,CARD,Leeds
847,102,2024-01-02 11:43:00,393,CANCELLED,APPLE_PAY,Birmingham
848,132,2024-01-06 20:04:00,702,CANCELLED,APPLE_PAY,London
849,104,2024-01-01 21:48:00,595,COMPLETED,CARD,Manchester
850,138,2024-01-03 22:54:00,685,COMPLETED,APPLE_PAY,Manchester
851,133,2024-01-01 12:53:00,244,COMPLETED,CARD,London
852,138,2024-01-06 06:52:00,337,FAILED,ONLINE,Liverpool
853,121,2024-01-03 22:32:00,434,FAILED,CARD,Leeds
854,101,2024-01-05 01:27:00,426,FAILED,APPLE_PAY,Liverpool
855,132,2024-01-02 04:56:00,586,FAILED,APPLE_PAY,London
856,101,2024-01-04 07:53:00,472,COMPLETED,APPLE_PAY,Liverpool
857,126,2024-01-05 11:50:00,555,CANCELLED,GOOGLE_PAY,Birmingham
858,106,2024-01-07 14:31:00,641,CANCELLED,APPLE_PAY,Manchester
859,130,2024-01-08 04:48:00,140,FAILED,CARD,Leeds
860,115,2024-01-05 12:19:00,591,COMPLETED,ONLINE,Manchester
861,125,2024-01-05 23:17:00,614,COMPLETED,GOOGLE_PAY,Birmingham
862,115,2024-01-01 15:13:00,797,COMPLETED,APPLE_PAY,Birmingham
863,119,2024-01-05 02:09:00,183,COMPLETED,GOOGLE_PAY,Birmingham
864,128,2024-01-01 18:23:00,351,CANCELLED,CARD,Manchester
865,129,2024-01-03 06:57:00,314,CANCELLED,APPLE_PAY,Liverpool
866,136,2024-01-07 12:10:00,305,COMPLETED,ONLINE,Birmingham
867,120,2024-01-05 15:13:00,476,COMPLETED,CARD,Liverpool
868,105,2024-01-02 01:41:00,187,COMPLETED,GOOGLE_PAY,Birmingham
869,112,2024-01-03 08:55:00,477,COMPLETED,GOOGLE_PAY,Liverpool
870,102,2024-01-02 15:24:00,663,CANCELLED,APPLE_PAY,Leeds
871,127,2024-01-03 07:39:00,300,CANCELLED,APPLE_PAY,London
872,130,2024-01-07 07:09:00,407,COMPLETED,GOOGLE_PAY,London
873,118,2024-01-07 07:35:00,188,COMPLETED,GOOGLE_PAY,Liverpool
874,117,2024-01-04 18:44:00,356,COMPLETED,APPLE_PAY,Birmingham
875,123,2024-01-04 13:43:00,505,COMPLETED,ONLINE,Manchester
876,106,2024-01-05 06:13:00,678,CANCELLED,APPLE_PAY,Birmingham
877,134,2024-01-03 07:52:00,710,COMPLETED,APPLE_PAY,Leeds
878,119,2024-01-06 18:27:00,361,COMPLETED,APPLE_PAY,Birmingham
879,124,2024-01-01 22:47:00,494,COMPLETED,APPLE_PAY,Liverpool
880,120,2024-01-04 11:10:00,407,COMPLETED,APPLE_PAY,Manchester
881,132,2024-01-07 18:02:00,335,COMPLETED,CARD,Birmingham
882,137,2024-01-07 03:30:00,455,COMPLETED,GOOGLE_PAY,Manchester
883,117,2024-01-08 01:35:00,403,COMPLETED,CARD,Leeds
884,116,2024-01-02 18:04:00,223,COMPLETED,CARD,London
885,129,2024-01-02 06:04:00,240,COMPLETED,ONLINE,London
886,103,2024-01-01 18:51:00,158,CANCELLED,GOOGLE_PAY,Leeds
887,117,2024-01-06 08:40:00,427,FAILED,APPLE_PAY,Manchester
888,104,2024-01-07 03:06:00,351,COMPLETED,APPLE_PAY,London
889,102,2024-01-05 15:16:00,716,COMPLETED,CARD,London
890,104,2024-01-03 23:43:00,397,COMPLETED,CARD,Birmingham
891,118,2024-01-01 10:59:00,394,CANCELLED,APPLE_PAY,Manchester
892,121,2024-01-01 15:27:00,547,COMPLETED,CARD,Manchester
893,111,2024-01-02 15:33:00,373,FAILED,GOOGLE_PAY,Liverpool
894,104,2024-01-01 14:17:00,688,COMPLETED,ONLINE,Liverpool
895,120,2024-01-07 13:09:00,257,COMPLETED,CARD,Leeds
896,101,2024-01-07 11:09:00,196,FAILED,APPLE_PAY,Birmingham
897,137,2024-01-05 12:26:00,420,FAILED,GOOGLE_PAY,Liverpool
898,126,2024-01-04 19:09:00,306,CANCELLED,GOOGLE_PAY,Birmingham
899,140,2024-01-07 10:31:00,568,FAILED,GOOGLE_PAY,London
900,134,2024-01-03 16:23:00,654,COMPLETED,ONLINE,Manchester
901,121,2024-01-05 12:31:00,244,COMPLETED,CARD,Leeds
902,121,2024-01-05 04:03:00,258,FAILED,GOOGLE_PAY,Liverpool
903,102,2024-01-04 20:38:00,610,CANCELLED,CARD,Liverpool
904,118,2024-01-06 13:29:00,773,FAILED,ONLINE,Manchester
905,113,2024-01-06 08:55:00,485,COMPLETED,GOOGLE_PAY,Manchester
906,114,2024-01-07 05:20:00,717,CANCELLED,APPLE_PAY,Liverpool
907,124,2024-01-02 23:33:00,221,COMPLETED,APPLE_PAY,Birmingham
908,119,2024-01-02 12:17:00,531,FAILED,CARD,Leeds
909,109,2024-01-03 20:24:00,309,COMPLETED,APPLE_PAY,Birmingham
910,105,2024-01-08 07:38:00,601,FAILED,CARD,Birmingham
911,105,2024-01-03 08:26:00,439,COMPLETED,CARD,Birmingham
912,105,2024-01-07 09:56:00,427,CANCELLED,CARD,Manchester
913,108,2024-01-07 16:50:00,380,COMPLETED,GOOGLE_PAY,Liverpool
914,127,2024-01-05 06:16:00,409,COMPLETED,ONLINE,Leeds
915,133,2024-01-04 17:40:00,117,COMPLETED,APPLE_PAY,Birmingham
916,115,2024-01-05 03:43:00,551,FAILED,ONLINE,Birmingham
917,140,2024-01-05 09:18:00,294,COMPLETED,GOOGLE_PAY,Liverpool
918,112,2024-01-02 15:26:00,519,COMPLETED,APPLE_PAY,London
919,123,2024-01-02 02:00:00,407,COMPLETED,CARD,Leeds
920,101,2024-01-03 12:01:00,723,CANCELLED,ONLINE,Liverpool
921,120,2024-01-03 13:45:00,666,FAILED,ONLINE,Manchester
922,107,2024-01-02 10:21:00,407,FAILED,ONLINE,Leeds
923,131,2024-01-03 03:14:00,678,FAILED,APPLE_PAY,Manchester
924,129,2024-01-02 05:00:00,198,FAILED,APPLE_PAY,Leeds
925,103,2024-01-03 00:18:00,414,COMPLETED,CARD,Manchester
926,110,2024-01-08 04:04:00,772,FAILED,APPLE_PAY,Birmingham
927,139,2024-01-04 06:22:00,457,FAILED,GOOGLE_PAY,London
928,123,2024-01-03 20:20:00,139,COMPLETED,APPLE_PAY,Manchester
929,129,2024-01-05 14:44:00,351,FAILED,CARD,London
930,101,2024-01-03 20:23:00,540,COMPLETED,APPLE_PAY,London
931,118,2024-01-05 17:33:00,416,COMPLETED,ONLINE,Manchester
932,124,2024-01-06 23:21:00,645,COMPLETED,ONLINE,Manchester
933,130,2024-01-03 06:32:00,163,FAILED,ONLINE,Manchester
934,119,2024-01-01 23:15:00,625,COMPLETED,ONLINE,Birmingham
935,111,2024-01-01 22:56:00,304,COMPLETED,GOOGLE_PAY,Leeds
936,113,2024-01-04 04:10:00,757,COMPLETED,APPLE_PAY,Leeds
937,135,2024-01-08 02:22:00,764,COMPLETED,GOOGLE_PAY,Leeds
938,113,2024-01-02 04:03:00,683,COMPLETED,CARD,Leeds
939,102,2024-01-03 10:43:00,705,CANCELLED,CARD,Manchester
940,139,2024-01-04 04:34:00,192,CANCELLED,APPLE_PAY,Birmingham
941,105,2024-01-06 02:14:00,471,COMPLETED,APPLE_PAY,Manchester
942,128,2024-01-07 21:49:00,146,COMPLETED,CARD,Birmingham
943,117,2024-01-02 10:31:00,539,COMPLETED,CARD,Leeds
944,112,2024-01-02 23:19:00,773,CANCELLED,ONLINE,London
945,110,2024-01-04 02:44:00,432,COMPLETED,GOOGLE_PAY,Manchester
946,140,2024-01-03 15:10:00,546,COMPLETED,ONLINE,Leeds
947,108,2024-01-05 02:11:00,488,COMPLETED,ONLINE,London
948,119,2024-01-02 11:23:00,760,FAILED,GOOGLE_PAY,Leeds
949,111,2024-01-05 14:56:00,192,COMPLETED,CARD,Leeds
950,132,2024-01-04 13:42:00,655,COMPLETED,GOOGLE_PAY,Birmingham
951,121,2024-01-05 16:44:00,704,COMPLETED,CARD,Liverpool
952,109,2024-01-08 07:09:00,631,FAILED,ONLINE,Manchester
953,101,2024-01-03 20:55:00,478,CANCELLED,APPLE_PAY,Birmingham
954,118,2024-01-03 23:23:00,268,COMPLETED,GOOGLE_PAY,Birmingham
955,104,2024-01-04 11:11:00,518,COMPLETED,APPLE_PAY,Liverpool
956,119,2024-01-01 17:57:00,288,COMPLETED,CARD,Leeds
957,127,2024-01-04 04:56:00,751,CANCELLED,APPLE_PAY,Manchester
958,130,2024-01-01 09:25:00,271,COMPLETED,CARD,Birmingham
959,124,2024-01-07 06:52:00,400,COMPLETED,GOOGLE_PAY,Leeds
960,102,2024-01-02 05:47:00,414,COMPLETED,ONLINE,Manchester
961,113,2024-01-02 07:59:00,552,FAILED,GOOGLE_PAY,Liverpool
962,116,2024-01-04 02:35:00,284,CANCELLED,GOOGLE_PAY,Birmingham
963,117,2024-01-02 07:58:00,412,CANCELLED,ONLINE,Manchester
964,139,2024-01-05 04:04:00,213,COMPLETED,ONLINE,Leeds
965,104,2024-01-04 17:40:00,228,COMPLETED,CARD,London
966,120,2024-01-02 05:37:00,464,COMPLETED,GOOGLE_PAY,Leeds
967,102,2024-01-05 00:27:00,748,COMPLETED,APPLE_PAY,Manchester
968,122,2024-01-04 15:13:00,447,COMPLETED,CARD,Liverpool
969,135,2024-01-06 19:43:00,525,FAILED,APPLE_PAY,Manchester
970,119,2024-01-07 10:22:00,704,CANCELLED,ONLINE,Liverpool
971,126,2024-01-03 20:41:00,729,COMPLETED,APPLE_PAY,Birmingham
972,131,2024-01-01 15:30:00,585,COMPLETED,ONLINE,Leeds
973,119,2024-01-04 16:38:00,557,CANCELLED,GOOGLE_PAY,Birmingham
974,117,2024-01-05 20:06:00,595,COMPLETED,APPLE_PAY,London
975,103,2024-01-04 08:54:00,662,COMPLETED,CARD,Leeds
976,139,2024-01-03 15:45:00,536,COMPLETED,CARD,Birmingham
977,133,2024-01-06 18:19:00,370,COMPLETED,GOOGLE_PAY,Birmingham
978,126,2024-01-03 13:43:00,623,CANCELLED,CARD,London
979,124,2024-01-05 15:58:00,403,COMPLETED,GOOGLE_PAY,Liverpool
980,102,2024-01-08 01:13:00,640,COMPLETED,CARD,Manchester
981,104,2024-01-01 21:39:00,665,COMPLETED,APPLE_PAY,Manchester
982,133,2024-01-01 13:02:00,739,COMPLETED,GOOGLE_PAY,London
983,126,2024-01-04 04:21:00,635,FAILED,GOOGLE_PAY,Leeds
984,102,2024-01-01 22:24:00,280,CANCELLED,GOOGLE_PAY,Birmingham
985,108,2024-01-06 06:39:00,565,COMPLETED,APPLE_PAY,Manchester
986,124,2024-01-07 15:17:00,386,COMPLETED,GOOGLE_PAY,Liverpool
987,106,2024-01-01 13:52:00,262,FAILED,CARD,Liverpool
988,128,2024-01-03 01:34:00,640,COMPLETED,CARD,Liverpool
989,109,2024-01-07 15:10:00,684,FAILED,ONLINE,Birmingham
990,140,2024-01-05 00:26:00,444,COMPLETED,GOOGLE_PAY,Leeds
991,140,2024-01-05 07:09:00,246,CANCELLED,ONLINE,London
992,115,2024-01-02 17:45:00,337,FAILED,ONLINE,London
993,108,2024-01-07 11:02:00,367,COMPLETED,APPLE_PAY,Birmingham
994,121,2024-01-07 09:17:00,490,COMPLETED,ONLINE,Manchester
995,122,2024-01-08 06:13:00,260,COMPLETED,GOOGLE_PAY,London
996,134,2024-01-06 19:16:00,112,FAILED,CARD,Leeds
997,114,2024-01-01 10:23:00,744,COMPLETED,ONLINE,London
998,119,2024-01-05 05:15:00,161,COMPLETED,ONLINE,Leeds
999,136,2024-01-08 05:34:00,602,COMPLETED,ONLINE,Liverpool
1000,122,2024-01-06 12:59:00,672,CANCELLED,ONLINE,Liverpool
